,AT_transversion,AT_transition,GC_transversion,CpG_transversion,GC_transition,CpG_transition,feature
DO35553,0.0,0.0,0.0,0.0,0.0,100.0,CNS-Medullo
DO48970,100.0,0.0,0.0,0.0,0.0,0.0,CNS-Medullo
DO48972,0.0,50.0,0.0,0.0,50.0,0.0,CNS-Medullo
DO48927,0.0,0.0,33.33,0.0,0.0,66.67,CNS-Medullo
DO35568,0.0,0.0,14.29,0.0,14.29,71.43,CNS-Medullo
DO35575,0.0,0.0,0.0,0.0,100.0,0.0,CNS-Medullo
DO35749,0.0,0.0,0.0,0.0,25.0,75.0,CNS-Medullo
DO35678,,,,,,,CNS-Medullo
DO48971,0.0,12.5,12.5,0.0,25.0,50.0,CNS-Medullo
DO48915,5.88,5.88,5.88,0.0,23.53,58.82,CNS-Medullo
DO35623,0.0,50.0,0.0,0.0,0.0,50.0,CNS-Medullo
DO35547,,,,,,,CNS-Medullo
DO48965,,,,,,,CNS-Medullo
DO35845,0.0,50.0,50.0,0.0,0.0,0.0,CNS-Medullo
DO48907,25.0,0.0,0.0,0.0,0.0,75.0,CNS-Medullo
DO35723,0.0,0.0,0.0,33.33,0.0,66.67,CNS-Medullo
DO48963,0.0,0.0,0.0,0.0,66.67,33.33,CNS-Medullo
DO48922,0.0,0.0,25.0,0.0,0.0,75.0,CNS-Medullo
DO35763,0.0,0.0,0.0,0.0,0.0,100.0,CNS-Medullo
DO48953,0.0,0.0,0.0,0.0,66.67,33.33,CNS-Medullo
DO48894,0.0,12.5,12.5,0.0,37.5,37.5,CNS-Medullo
DO35577,,,,,,,CNS-Medullo
DO35584,0.0,0.0,0.0,0.0,50.0,50.0,CNS-Medullo
DO48923,0.0,33.33,0.0,16.67,16.67,33.33,CNS-Medullo
DO35676,0.0,0.0,0.0,0.0,0.0,100.0,CNS-Medullo
DO12742,0.0,12.5,6.25,0.0,12.5,68.75,CNS-GBM
DO13575,0.0,36.36,0.0,0.0,9.09,54.55,CNS-GBM
DO10960,5.26,15.79,10.53,0.0,42.11,26.32,CNS-GBM
DO11441,6.67,20.0,6.67,0.0,26.67,40.0,CNS-GBM
DO11776,25.0,0.0,0.0,0.0,25.0,50.0,CNS-GBM
DO13348,21.05,5.26,10.53,5.26,5.26,52.63,CNS-GBM
DO12484,0.0,33.33,0.0,0.0,11.11,55.56,CNS-GBM
DO11782,11.11,11.11,11.11,0.0,0.0,66.67,CNS-GBM
DO11794,11.11,5.56,16.67,0.0,11.11,55.56,CNS-GBM
DO11382,0.0,16.67,0.0,0.0,25.0,58.33,CNS-GBM
DO12034,0.0,16.67,33.33,0.0,16.67,33.33,CNS-GBM
DO12070,0.0,5.88,23.53,5.88,5.88,58.82,CNS-GBM
DO12352,16.67,16.67,16.67,0.0,8.33,41.67,CNS-GBM
DO11202,0.0,9.52,4.76,9.52,23.81,52.38,CNS-GBM
DO11046,0.0,12.5,12.5,0.0,31.25,43.75,CNS-GBM
DO11501,3.12,12.5,3.12,0.0,31.25,50.0,CNS-GBM
DO13144,0.0,4.0,8.0,0.0,16.0,72.0,CNS-GBM
DO12952,0.0,9.52,9.52,4.76,14.29,61.9,CNS-GBM
DO13072,15.38,7.69,0.0,0.0,23.08,53.85,CNS-GBM
DO11148,3.85,11.54,7.69,0.0,23.08,53.85,CNS-GBM
DO12382,0.0,12.5,18.75,0.0,12.5,56.25,CNS-GBM
DO11860,5.26,5.26,5.26,0.0,21.05,63.16,CNS-GBM
DO13510,5.0,15.0,0.0,0.0,15.0,65.0,CNS-GBM
DO10900,0.0,8.33,8.33,0.0,41.67,41.67,CNS-GBM
DO13132,0.0,8.33,0.0,0.0,33.33,58.33,CNS-GBM
DO10970,20.0,0.0,10.0,0.0,10.0,60.0,CNS-GBM
DO14049,9.09,18.18,0.0,0.0,18.18,54.55,CNS-GBM
DO12814,5.56,5.56,16.67,0.0,27.78,44.44,CNS-GBM
DO13971,0.0,18.75,12.5,6.25,25.0,37.5,CNS-GBM
DO13869,5.0,0.0,10.0,0.0,10.0,75.0,CNS-GBM
DO12370,0.0,0.0,22.22,0.0,33.33,44.44,CNS-GBM
DO10975,6.25,37.5,0.0,3.12,25.0,28.12,CNS-GBM
DO13318,5.56,0.0,11.11,0.0,33.33,50.0,CNS-GBM
DO13474,10.0,10.0,10.0,0.0,30.0,40.0,CNS-GBM
DO10908,0.0,6.25,12.5,0.0,12.5,68.75,CNS-GBM
DO11292,4.76,19.05,9.52,4.76,19.05,42.86,CNS-GBM
DO13192,4.76,14.29,4.76,0.0,19.05,57.14,CNS-GBM
DO11854,0.25,0.58,0.75,0.08,93.2,5.15,CNS-GBM
DO12454,0.0,11.76,5.88,0.0,29.41,52.94,CNS-GBM
DO220176,6.25,12.5,25.0,6.25,25.0,25.0,SoftTissue-Leiomyo
DO220138,0.0,12.5,25.0,6.25,37.5,18.75,SoftTissue-Leiomyo
DO220118,0.0,14.29,14.29,0.0,57.14,14.29,SoftTissue-Leiomyo
DO220140,0.0,28.57,7.14,7.14,35.71,21.43,SoftTissue-Leiomyo
DO220153,0.0,0.0,20.0,0.0,50.0,30.0,SoftTissue-Leiomyo
DO220157,12.5,12.5,25.0,0.0,37.5,12.5,SoftTissue-Leiomyo
DO220174,0.0,16.67,0.0,33.33,50.0,0.0,SoftTissue-Leiomyo
DO219975,0.0,8.33,25.0,0.0,41.67,25.0,SoftTissue-Leiomyo
DO220221,0.0,14.29,28.57,28.57,14.29,14.29,SoftTissue-Leiomyo
DO219974,25.0,0.0,0.0,12.5,50.0,12.5,SoftTissue-Leiomyo
DO220168,13.79,10.34,10.34,3.45,51.72,10.34,SoftTissue-Leiomyo
DO220126,0.0,7.69,15.38,0.0,30.77,46.15,SoftTissue-Leiomyo
DO220122,15.0,22.5,20.0,5.0,22.5,15.0,SoftTissue-Leiomyo
DO220163,12.5,6.25,12.5,0.0,43.75,25.0,SoftTissue-Leiomyo
DO220172,5.56,16.67,22.22,5.56,11.11,38.89,SoftTissue-Leiomyo
DO6314,0.0,3.12,12.5,3.12,37.5,43.75,Cervix-SCC
DO6252,5.56,5.56,27.78,5.56,16.67,38.89,Cervix-SCC
DO48993,0.0,6.25,6.25,0.0,25.0,62.5,Cervix-SCC
DO49948,44.44,0.0,0.0,0.0,11.11,44.44,Cervix-SCC
DO49880,0.0,8.33,16.67,0.0,33.33,41.67,Cervix-SCC
DO6249,0.0,0.0,24.0,8.0,44.0,24.0,Cervix-SCC
DO48987,0.0,4.17,4.17,4.17,29.17,58.33,Cervix-SCC
DO49009,0.0,5.13,20.51,2.56,48.72,23.08,Cervix-SCC
DO6255,0.0,6.67,0.0,0.0,33.33,60.0,Cervix-SCC
DO48991,4.76,4.76,19.05,0.0,33.33,38.1,Cervix-SCC
DO49956,0.0,4.0,16.0,8.0,64.0,8.0,Cervix-SCC
DO51594,0.0,3.23,19.35,0.0,48.39,29.03,Cervix-SCC
DO44285,0.0,0.0,40.0,0.0,20.0,40.0,Cervix-SCC
DO51600,0.0,0.0,5.26,0.0,31.58,63.16,Cervix-SCC
DO49001,0.0,0.0,12.5,0.0,62.5,25.0,Cervix-SCC
DO48977,0.0,0.0,5.88,0.0,35.29,58.82,Cervix-SCC
DO6332,0.0,12.0,12.0,4.0,40.0,32.0,Cervix-SCC
DO51592,3.85,7.69,30.77,0.0,38.46,19.23,Cervix-SCC
DO37432,1.24,2.36,0.9,0.34,76.97,18.19,Skin-Melanoma
DO37827,3.85,2.56,4.49,1.28,71.79,16.03,Skin-Melanoma
DO220887,0.0,3.16,1.05,0.0,78.95,16.84,Skin-Melanoma
DO220872,0.45,2.49,0.45,0.0,80.77,15.84,Skin-Melanoma
DO47268,0.96,3.12,3.61,0.24,79.81,12.26,Skin-Melanoma
DO220889,1.87,1.49,0.75,0.0,81.72,14.18,Skin-Melanoma
DO37896,1.96,3.27,0.65,1.31,81.05,11.76,Skin-Melanoma
DO220862,1.53,4.08,2.55,1.02,73.98,16.84,Skin-Melanoma
DO220863,0.0,16.67,0.0,0.0,33.33,50.0,Skin-Melanoma
DO37435,3.42,6.16,2.74,1.37,65.07,21.23,Skin-Melanoma
DO47451,0.0,0.0,0.0,0.0,58.33,41.67,Skin-Melanoma
DO220885,1.91,3.82,1.19,0.48,76.61,15.99,Skin-Melanoma
DO220843,0.0,12.5,20.83,0.0,37.5,29.17,Skin-Melanoma
DO220870,7.14,0.0,14.29,14.29,50.0,14.29,Skin-Melanoma
DO220890,1.9,3.8,1.9,0.82,75.27,16.3,Skin-Melanoma
DO220855,2.81,6.02,1.61,0.4,69.88,19.28,Skin-Melanoma
DO220847,0.0,16.67,16.67,0.0,0.0,66.67,Skin-Melanoma
DO220901,2.76,1.38,1.38,0.0,78.8,15.67,Skin-Melanoma
DO37861,3.03,1.82,0.61,0.61,77.58,16.36,Skin-Melanoma
DO37515,2.82,2.11,4.23,2.82,72.54,15.49,Skin-Melanoma
DO220899,0.78,2.48,0.26,0.26,80.78,15.42,Skin-Melanoma
DO220907,1.4,3.51,1.05,0.0,77.89,16.14,Skin-Melanoma
DO220851,1.1,2.85,1.38,0.46,80.68,13.52,Skin-Melanoma
DO220900,1.29,4.31,2.59,1.72,75.86,14.22,Skin-Melanoma
DO220874,2.75,6.42,1.83,0.0,70.64,18.35,Skin-Melanoma
DO220875,1.2,3.39,1.39,0.6,77.69,15.74,Skin-Melanoma
DO220864,15.38,12.82,7.69,2.56,51.28,10.26,Skin-Melanoma
DO220869,0.0,16.67,0.0,8.33,33.33,41.67,Skin-Melanoma
DO220844,21.43,7.14,21.43,14.29,14.29,21.43,Skin-Melanoma
DO37425,3.05,4.41,0.9,0.79,76.81,14.03,Skin-Melanoma
DO220883,1.84,1.84,0.0,0.0,79.14,17.18,Skin-Melanoma
DO37439,3.21,2.56,0.0,1.28,70.51,22.44,Skin-Melanoma
DO51251,7.69,0.0,15.38,0.0,23.08,53.85,Skin-Melanoma
DO37474,2.52,3.31,2.52,0.26,79.6,11.79,Skin-Melanoma
DO37527,13.33,6.67,6.67,0.0,33.33,40.0,Skin-Melanoma
DO220866,6.56,9.84,6.56,0.0,62.3,14.75,Skin-Melanoma
DO37607,0.0,3.48,3.48,0.0,77.39,15.65,Skin-Melanoma
DO220903,1.24,1.52,1.1,0.41,82.34,13.38,Skin-Melanoma
DO220868,6.9,6.9,3.45,6.9,55.17,20.69,Skin-Melanoma
DO37946,0.6,3.61,3.61,1.2,71.08,19.88,Skin-Melanoma
DO47542,2.6,2.08,4.17,0.52,69.27,21.35,Skin-Melanoma
DO220893,1.11,3.33,3.33,1.11,77.22,13.89,Skin-Melanoma
DO220858,25.0,25.0,12.5,12.5,25.0,0.0,Skin-Melanoma
DO220888,11.11,22.22,5.56,0.0,38.89,22.22,Skin-Melanoma
DO220897,0.0,1.85,1.85,1.85,87.04,7.41,Skin-Melanoma
DO220886,1.69,3.51,1.55,0.56,77.44,15.25,Skin-Melanoma
DO220877,1.31,1.48,0.93,0.27,80.36,15.65,Skin-Melanoma
