gene	expr	reptime	hic
AP2B1	715620.0	196.0	9.0
AP2M1	1456939.0	257.0	45.0
AP2S1	1217560.0	186.0	44.0
AP3B1	262852.0	592.0	40.0
AP3B2	509813.0	608.0	16.0
AP3D1	1712606.0	216.0	30.0
AP3M1	776926.0	227.0	49.0
AP3M2	580110.0	382.0	45.0
AP3S1	380598.0	759.0	6.0
AP3S2	952242.0	212.0	33.0
AP4B1	335231.0	545.0	13.0
AP4E1	343136.0	355.0	34.0
AP4M1	1401098.0	205.0	46.0
AP4S1	432061.0	238.0	23.0
APAF1	488214.0	461.0	11.0
APBA1	209495.0	673.0	-5.0
APBA2	161108.0	927.0	-21.0
APBA3	2144458.0	206.0	34.0
APBB1	424837.0	471.0	17.0
APBB1IP	236125.0	536.0	19.0
APBB2	227095.0	394.0	39.0
APBB3	706371.0	319.0	29.0
APC	247811.0	399.0	28.0
APC2	2352825.0	221.0	38.0
APCDD1	219220.0	604.0	2.0
APCDD1L	1027182.0	485.0	24.0
APCS	492825.0	646.0	-4.0
APEH	1551582.0	271.0	48.0
APEX1	464497.0	395.0	17.0
APEX2	245504.0		8.0
APH1A	1213150.0	197.0	38.0
APH1B	450620.0	272.0	49.0
API5	349378.0	924.0	-23.0
APIP	650532.0	399.0	1.0
APITD1	771199.0	383.0	28.0
APLF	227462.0	617.0	22.0
APLN	340263.0		46.0
APLNR	929334.0	250.0	-20.0
APLP1	1060028.0	321.0	47.0
APLP2	624855.0	203.0	15.0
APOA1	421374.0	323.0	39.0
APOA1BP	2049505.0	180.0	37.0
APOA2	728669.0	234.0	37.0
APOA4	419339.0	326.0	36.0
APOA5	419339.0	326.0	36.0
APOB	222162.0	698.0	-11.0
APOBR			
APOBEC1	237142.0	672.0	14.0
APOBEC2	145501.0	611.0	37.0
APOBEC3A	1413709.0	372.0	44.0
APOBEC3B	1413709.0	372.0	44.0
APOBEC3C	1386387.0	372.0	71.0
APOBEC3D	1386387.0	372.0	71.0
APOBEC3F	1386387.0	372.0	71.0
APOBEC3G	1386387.0	372.0	71.0
APOBEC3H	1225154.0	223.0	75.0
APOBEC4			
APOC1	1003719.0	196.0	6.0
APOC2	1003719.0	196.0	6.0
APOC3	421374.0	323.0	39.0
APOC4	1003719.0	196.0	6.0
APOD	794351.0	315.0	38.0
APOE	1003719.0	196.0	6.0
APOF	2869106.0	184.0	52.0
APOH	135537.0	178.0	-23.0
APOL1	1237332.0	331.0	42.0
APOL2	1237332.0	331.0	42.0
APOL3	1228837.0	331.0	13.0
APOL4	1233084.0	331.0	28.0
APOL5	1161568.0	376.0	-43.0
APOL6	936853.0	205.0	-13.0
APOLD1	767161.0	129.0	35.0
APOM	2517236.0	193.0	20.0
APOO	509881.0		41.0
APOOL	83775.0		-12.0
APP	529745.0	793.0	-13.0
APPBP2	372707.0	242.0	7.0
APPL1	427002.0	389.0	33.0
APPL2	233879.0	387.0	30.0
APRT	813333.0	189.0	51.0
APTX	833170.0	286.0	-5.0
AQP1	402058.0	568.0	10.0
AQP10	1653296.0	236.0	29.0
AQP11	603969.0	401.0	30.0
AQP12A	1077835.0	446.0	25.0
AQP12B	1077835.0	446.0	25.0
AQP2	1033911.0	220.0	48.0
AQP3	1001877.0	166.0	4.0
AQP4	65361.0	639.0	-33.0
AQP5	1033911.0	220.0	48.0
AQP6	1033911.0	220.0	48.0
AQP7	982082.0	163.0	21.0
AQP8	189953.0	551.0	12.0
AQP9	242649.0	602.0	4.0
AQPEP	372067.0	763.0	17.0
AQR	468734.0	288.0	-5.0
AR	106188.0		-7.0
ARAF	775214.0		38.0
ARAP1	637045.0	234.0	54.0
ARAP2	28107.0	1066.0	26.0
ARAP3	771583.0	353.0	25.0
ARC	300961.0	567.0	26.0
ARCN1	1359480.0	167.0	47.0
AREG	172071.0		10.0
ARF1	702621.0	391.0	5.0
ARF3	1737773.0	214.0	55.0
ARF4	703082.0	422.0	29.0
ARF5	411207.0	619.0	-7.0
ARF6	680412.0	174.0	41.0
ARFGAP1	1278630.0	332.0	62.0
ARFGAP2	1206881.0	273.0	24.0
ARFGAP3	722786.0	187.0	60.0
ARFGEF1	307618.0	642.0	26.0
ARFGEF2	808420.0	174.0	49.0
ARFIP1	218185.0	385.0	33.0
ARFIP2	424988.0	469.0	20.0
ARFRP1	1126597.0	202.0	36.0
ARG1	147816.0	864.0	7.0
ARG2	481915.0	260.0	42.0
ARGFX	289448.0	613.0	18.0
ARGLU1	169398.0	1237.0	11.0
ARHGAP1	939971.0	176.0	44.0
ARHGAP10	75227.0	678.0	22.0
ARHGAP11A	244857.0	383.0	1.0
ARHGAP11B	220858.0	693.0	10.0
ARHGAP12	359237.0	346.0	25.0
ARHGAP15	57425.0	639.0	11.0
ARHGAP17	272834.0	185.0	22.0
ARHGAP18	73209.0	550.0	26.0
ARHGAP19	945635.0	397.0	26.0
ARHGAP20	146681.0	501.0	-5.0
ARHGAP21	164987.0	309.0	-3.0
ARHGAP22			
ARHGAP24	29589.0	739.0	13.0
ARHGAP25	385975.0	470.0	20.0
ARHGAP26	156598.0	456.0	38.0
ARHGAP27	754492.0	194.0	21.0
ARHGAP28	241496.0	281.0	-28.0
ARHGAP29	466144.0	327.0	-9.0
ARHGAP30	689033.0	250.0	23.0
ARHGAP31	265987.0	585.0	23.0
ARHGAP32	195815.0	546.0	-11.0
ARHGAP33	1151198.0	321.0	30.0
ARHGAP36	65931.0		13.0
ARHGAP39	1706542.0	291.0	12.0
ARHGAP4	2328608.0		27.0
ARHGAP5	153921.0	392.0	1.0
ARHGAP6	65396.0		34.0
ARHGAP8			
ARHGAP9	1347802.0	194.0	32.0
ARHGDIA	3798594.0	211.0	19.0
ARHGDIB	360900.0	426.0	8.0
ARHGDIG	1340678.0	205.0	43.0
ARHGEF1	1255704.0	364.0	28.0
ARHGEF10	100967.0	551.0	-24.0
ARHGEF10L	375252.0	279.0	30.0
ARHGEF11	958228.0	350.0	36.0
ARHGEF12	264872.0	312.0	25.0
ARHGEF15	772200.0	257.0	20.0
ARHGEF16	248448.0	483.0	21.0
ARHGEF17	601834.0	218.0	54.0
ARHGEF18	613770.0	308.0	30.0
ARHGEF19	824719.0	186.0	40.0
ARHGEF2	1880483.0	213.0	32.0
ARHGEF3	380604.0	450.0	43.0
ARHGEF35			
ARHGEF37	609620.0	185.0	37.0
ARHGEF38	233591.0	486.0	15.0
ARHGEF4	547548.0	369.0	13.0
ARHGEF5	189369.0	838.0	0.0
ARHGEF6	306872.0		39.0
ARHGEF7	405184.0	579.0	30.0
ARHGEF9	108759.0		-13.0
ARID1A	975965.0	182.0	27.0
ARID1B	143122.0	621.0	27.0
ARID2	820796.0	602.0	10.0
ARID3A	2292363.0	206.0	44.0
ARID3B	655453.0	206.0	59.0
ARID3C	731413.0	298.0	51.0
ARID4A	290710.0	552.0	36.0
ARID4B	550877.0	297.0	22.0
ARID5A	872383.0	360.0	47.0
ARID5B	81587.0	388.0	20.0
ARIH1	1093921.0	432.0	37.0
ARIH2	1818938.0	241.0	37.0
ARL1	283715.0	649.0	2.0
ARL10	563059.0	347.0	37.0
ARL11	425192.0	296.0	62.0
ARL13A	414180.0		45.0
ARL13B	85478.0	1310.0	-13.0
ARL14	493112.0	396.0	8.0
ARL15	83263.0	721.0	5.0
ARL16	3745109.0	205.0	30.0
ARL17A			
ARL17B	372453.0	231.0	22.0
ARL2	3151458.0	209.0	52.0
ARL2BP	717872.0	149.0	48.0
ARL3	878626.0	180.0	27.0
ARL4A	120492.0	469.0	-11.0
ARL4C	121224.0	608.0	15.0
ARL4D	1147224.0	172.0	1.0
ARL5A	269131.0	610.0	15.0
ARL5B	74299.0	539.0	-5.0
ARL6	89238.0	731.0	-5.0
ARL6IP1	739644.0	279.0	45.0
ARL6IP4	1093113.0	196.0	47.0
ARL6IP5	264082.0	443.0	20.0
ARL6IP6	275277.0	716.0	6.0
ARL8A	649164.0	297.0	34.0
ARL8B	263029.0	325.0	22.0
ARL9	662749.0	594.0	27.0
ARMC1	145894.0	455.0	4.0
ARMC10	594757.0	579.0	34.0
ARMC2	414039.0	431.0	32.0
ARMC3	164960.0	449.0	12.0
ARMC4	125789.0	454.0	-4.0
ARMC5	839076.0	558.0	11.0
ARMC6	1327004.0	215.0	24.0
ARMC7	1511891.0	168.0	25.0
ARMC8	199119.0	358.0	18.0
ARMC9	1157442.0	394.0	41.0
ARMCX1	329999.0		8.0
ARMCX2	300391.0		31.0
ARMCX3	329999.0		8.0
ARMCX5	95798.0		27.0
ARMCX6	329999.0		8.0
ARMS2	252955.0	279.0	5.0
ARNT	1787393.0	188.0	33.0
ARNT2	365740.0	542.0	8.0
ARNTL	296688.0	414.0	13.0
ARNTL2	544579.0	377.0	40.0
ARPC1A	903923.0	263.0	51.0
ARPC1B	903923.0	263.0	51.0
ARPC2	724341.0	197.0	30.0
ARPC3	964525.0	206.0	50.0
ARPC4	953772.0	264.0	43.0
ARPC5	608114.0	407.0	24.0
ARPC5L	1125524.0	207.0	41.0
ACTRT3	397180.0	820.0	-9.0
ARPP19	469724.0	386.0	15.0
ARPP21	3796.0	1075.0	-21.0
ARR3	188610.0		39.0
ARRB1	740999.0	252.0	46.0
ARRB2	1272092.0	222.0	28.0
ARRDC1	1197708.0	478.0	45.0
ARRDC2	1291557.0	226.0	34.0
ARRDC3	51436.0	334.0	5.0
ARRDC4	32065.0	851.0	-57.0
ARRDC5	777835.0	173.0	42.0
ARSA	1073094.0	203.0	43.0
ARSB	203299.0	452.0	50.0
ARSD	191640.0		18.0
ARSE	191640.0		18.0
ARSF	217524.0		-11.0
ARSG	745529.0	225.0	-8.0
ARSH	218545.0		-4.0
ARSI	954044.0	220.0	46.0
ARSJ	100364.0	497.0	15.0
ARSK	310860.0	359.0	29.0
ART1	537999.0	403.0	23.0
ART3	507519.0	322.0	41.0
ART4	340728.0	578.0	-4.0
ART5	537999.0	403.0	23.0
ARTN	877978.0	214.0	35.0
ARV1	376655.0	616.0	12.0
ARVCF	616246.0	217.0	37.0
ARX	252498.0		11.0
AS3MT	711862.0	192.0	45.0
ASAH1	366238.0	474.0	20.0
ASAH2	377258.0	409.0	14.0
ASAH2B	131929.0	508.0	36.0
CLMP	713809.0	216.0	13.0
ASAP1	264818.0	427.0	30.0
ASAP2	661229.0	340.0	34.0
ASAP3	1050777.0	159.0	29.0
ASB1	246085.0	513.0	27.0
ASB10	611046.0	337.0	38.0
ASB11	201763.0		43.0
ASB12	57924.0		2.0
ASB13	761737.0	299.0	21.0
ASB14	399197.0	454.0	29.0
ASB15	86799.0	644.0	-7.0
ASB16	930750.0	175.0	41.0
ASB17	140995.0	603.0	-11.0
ASB18	121194.0	481.0	8.0
ASB2	200153.0	600.0	30.0
ASB3			
ASB4	176832.0	333.0	14.0
ASB5	134663.0	504.0	-4.0
ASB6	794813.0	198.0	40.0
ASB7	290809.0	374.0	-9.0
ASB8	511392.0	352.0	32.0
ASB9	204248.0		17.0
ASCC1	761166.0	140.0	40.0
ASCC2	849790.0	182.0	33.0
ASCC3	103404.0	825.0	2.0
ASCL1	21203.0	964.0	3.0
ASCL3	548433.0	243.0	21.0
ASCL4	119393.0	805.0	22.0
ASF1A	116680.0	856.0	16.0
ASF1B	1034381.0	321.0	36.0
ASGR1	1682013.0	348.0	15.0
ASGR2	1682013.0	348.0	15.0
ASH1L	1960625.0	247.0	33.0
ASH2L	671169.0	258.0	34.0
ASIP	962066.0	151.0	50.0
ASL	477708.0	345.0	38.0
ASMT			
ASMTL			
ASNA1	1959466.0	226.0	29.0
ASNS	455051.0	636.0	0.0
ASNSD1	418427.0	511.0	16.0
ASPA	403115.0	442.0	6.0
ASPDH	762018.0	517.0	35.0
ASPG	622747.0	468.0	20.0
ASPH	423823.0	377.0	14.0
ASPHD1			
ASPHD2	163136.0	553.0	-46.0
ASPM	221779.0	614.0	-25.0
ASPN			
ASPRV1	844060.0	221.0	37.0
ASPSCR1	3814891.0	211.0	28.0
ASRGL1	3053973.0	413.0	49.0
ASS1	502828.0	260.0	35.0
ASTE1	313779.0	586.0	19.0
ASTL	821367.0	251.0	45.0
ASTN1	6547.0	940.0	-9.0
ASTN2	63839.0	937.0	-17.0
ASXL1	780777.0	242.0	57.0
ASXL2	602691.0	287.0	31.0
ASXL3	7579.0	1014.0	-10.0
ASZ1	262404.0	394.0	-1.0
ATAD1	335357.0	169.0	45.0
ATAD2	544857.0	225.0	30.0
ATAD2B	233701.0	431.0	27.0
ATAD3A	1714469.0	248.0	27.0
ATAD3B	1714469.0	248.0	27.0
ATAD3C	1725369.0	187.0	27.0
ATAD5	605762.0	209.0	25.0
ATCAY	2187414.0	201.0	34.0
ATE1	233024.0	427.0	-3.0
ATF1	665195.0	250.0	42.0
ATF2	347113.0	641.0	24.0
ATF3	418310.0	224.0	22.0
ATF4	721040.0	467.0	72.0
ATF5	1679101.0	205.0	45.0
ATF6	407279.0	420.0	16.0
ATF6B	2170336.0	224.0	32.0
ATF7	1542915.0	154.0	52.0
ATF7IP	339265.0	882.0	12.0
ATF7IP2	199617.0	364.0	9.0
ATG10	156562.0	717.0	25.0
ATG12	384075.0	759.0	1.0
ATG16L1	427221.0	155.0	31.0
ATG16L2	528497.0	281.0	50.0
ATG2A	3218288.0	209.0	61.0
ATG2B	327434.0	501.0	14.0
ATG3	302697.0	636.0	41.0
ATG4A	201673.0		25.0
ATG4B	1268313.0	406.0	27.0
ATG4C	220392.0	415.0	5.0
ATG4D	2036812.0	226.0	23.0
ATG5	181529.0	390.0	32.0
ATG7	184628.0	425.0	30.0
ATG9A	773232.0	177.0	36.0
ATG9B	622098.0	373.0	41.0
ATHL1	1463610.0	437.0	24.0
ATIC	530312.0	531.0	12.0
ATL1	483990.0	295.0	43.0
ATL2	808394.0	366.0	25.0
ATL3	1058363.0	170.0	50.0
ATM	415837.0	582.0	16.0
ATMIN	231500.0	284.0	4.0
ATN1	2704950.0	211.0	47.0
ATOH1	58522.0	802.0	24.0
ATOH7	459384.0	251.0	17.0
ATOH8	1105419.0	181.0	46.0
ATOX1	584468.0	406.0	46.0
ATP10A	104149.0	1350.0	-49.0
ATP10B	170108.0	904.0	11.0
ATP10D	93423.0	528.0	29.0
ATP11A	585697.0	416.0	45.0
ATP11B	228613.0	559.0	16.0
ATP11C	66616.0		18.0
ATP12A	467468.0	619.0	40.0
ATP13A1	768855.0	418.0	-10.0
ATP13A2	678965.0	221.0	52.0
ATP13A3	324325.0	269.0	27.0
ATP13A4	144678.0	776.0	-2.0
ATP13A5	141358.0	851.0	1.0
ATP1A1	616485.0	464.0	18.0
ATP1A2	835734.0	386.0	23.0
ATP1A3	1150724.0	438.0	33.0
ATP1A4	841605.0	386.0	29.0
ATP1B1	231221.0	416.0	19.0
ATP1B2	2069567.0	213.0	34.0
ATP1B3	467997.0	345.0	28.0
ATP1B4	484939.0		23.0
ATP2A1	1167826.0	218.0	55.0
ATP2A2	969445.0	178.0	26.0
ATP2A3	617494.0	268.0	33.0
ATP2B1	235578.0	418.0	9.0
ATP2B2	673500.0	458.0	50.0
ATP2B3	940418.0		24.0
ATP2B4	513211.0	256.0	35.0
ATP2C1	313762.0	475.0	19.0
ATP2C2	646239.0	396.0	5.0
ATP4A	1081638.0	390.0	41.0
ATP4B	723091.0	370.0	36.0
ATP5A1	388169.0	300.0	67.0
ATP5B	2757565.0	164.0	43.0
ATP5C1	199228.0	475.0	16.0
ATP5D	2214581.0	234.0	29.0
ATP5E	948552.0	126.0	25.0
ATP5F1	397613.0	348.0	23.0
ATP5G1	757963.0	239.0	29.0
ATP5G2	1616455.0	189.0	50.0
ATP5G3	343228.0	752.0	28.0
ATP5H	1111289.0	171.0	31.0
ATP5I	639827.0	489.0	12.0
ATP5J	534575.0	641.0	29.0
ATP5J2	1327454.0	288.0	60.0
ATP5L	963668.0	192.0	48.0
ATP5O	948739.0	419.0	44.0
ATP5S	666223.0	337.0	28.0
ATP5SL	1104034.0	376.0	38.0
ATP6AP1	2277674.0		40.0
ATP6AP1L	146069.0	476.0	1.0
ATP6AP2	456094.0		63.0
ATP6V0A1	1993535.0	162.0	27.0
ATP6V0A2	953707.0	315.0	40.0
ATP6V0A4	310803.0	385.0	7.0
ATP6V0B	875223.0	214.0	39.0
ATP6V0C	2085452.0	321.0	49.0
ATP6V0D1	1099149.0	153.0	45.0
ATP6V0D2	192441.0	1158.0	-20.0
ATP6V0E1	489007.0	309.0	40.0
ATP6V0E2	438832.0	686.0	26.0
ATP6V1A	442365.0	364.0	33.0
ATP6V1B1	504483.0	623.0	25.0
ATP6V1B2	158991.0	511.0	-4.0
ATP6V1C1	470948.0	438.0	47.0
ATP6V1C2	744427.0	428.0	42.0
ATP6V1D	484235.0	291.0	32.0
ATP6V1E1	431401.0	243.0	-32.0
ATP6V1E2	587710.0	213.0	36.0
ATP6V1F	845100.0	361.0	49.0
ATP6V1G1	288977.0	221.0	10.0
ATP6V1G2	2517285.0	220.0	35.0
ATP6V1G3	105821.0	404.0	-16.0
ATP6V1H	263637.0	437.0	9.0
ATP7A	549429.0		19.0
ATP7B	353147.0	461.0	28.0
ATP8A1	189404.0	856.0	28.0
ATP8A2	331788.0	648.0	20.0
ATP8B1	340613.0	247.0	36.0
ATP8B2	1695430.0	236.0	31.0
ATP8B3	2180359.0	206.0	29.0
ATP8B4	278209.0	408.0	-21.0
ATP9A	171625.0	419.0	0.0
ATP9B	91487.0	731.0	13.0
ATPAF1	612038.0	266.0	23.0
ATPAF2	886959.0	193.0	17.0
DPH6	189209.0	811.0	-14.0
ATPIF1	779314.0	213.0	33.0
ATR	564756.0	403.0	24.0
ATRIP	1441050.0	223.0	39.0
ATRN	971216.0	421.0	27.0
ATRNL1	45264.0	1002.0	-20.0
ATRX	548517.0		8.0
ATXN1	109777.0	623.0	30.0
ATXN10	498533.0	172.0	15.0
ATXN2	523776.0	302.0	42.0
ATXN2L	1146511.0	221.0	56.0
ATXN3	356163.0	415.0	27.0
ATXN3L	295243.0		40.0
ATXN7	156786.0	683.0	8.0
ATXN7L1	406187.0	454.0	33.0
ATXN7L2	1056159.0	272.0	37.0
ATXN7L3	930750.0	175.0	41.0
AUH	124246.0	342.0	24.0
AUP1	1019591.0	315.0	50.0
AURKA	254679.0	672.0	-43.0
AURKAIP1	1736268.0	273.0	28.0
AURKB	870950.0	218.0	18.0
AURKC	407201.0	924.0	-63.0
AUTS2	52369.0	997.0	12.0
AVEN	409752.0	499.0	0.0
AVIL	1106109.0	238.0	40.0
AVL9	371440.0	595.0	10.0
AVP	835590.0	288.0	54.0
AVPI1	514755.0	143.0	54.0
AVPR1A	250995.0	521.0	-32.0
AVPR1B	755856.0	400.0	10.0
AVPR2	2328608.0		27.0
AWAT1	161347.0		27.0
AWAT2	166632.0		16.0
AXIN1	1444992.0	205.0	40.0
AXIN2	212714.0	773.0	-26.0
AXL	1180169.0	214.0	15.0
AZGP1	1584669.0	391.0	36.0
AZI1	1748003.0	243.0	28.0
AZI2	68916.0	925.0	9.0
AZIN1	689560.0	171.0	54.0
AZU1	2168802.0	198.0	28.0
B2M	673122.0	428.0	36.0
B3GALNT1	340975.0	583.0	-20.0
B3GALNT2	536528.0	350.0	16.0
B3GALT1	67289.0	1010.0	-14.0
B3GALT2			
B3GALT4	1456953.0	262.0	30.0
B3GALT5	286705.0	689.0	-70.0
B3GALT6	2356409.0	196.0	27.0
B3GALTL	183118.0	606.0	27.0
B3GAT1	270422.0	686.0	5.0
B3GAT2	178636.0	733.0	7.0
B3GAT3	2695768.0	217.0	42.0
B3GNT1	1963418.0	182.0	55.0
B3GNT2	316454.0	412.0	38.0
B3GNT3	1216364.0	212.0	37.0
B3GNT4	808864.0	187.0	12.0
B3GNT5			
B3GNT6	368988.0	395.0	37.0
B3GNT7	1124713.0	359.0	42.0
B3GNT8	1104034.0	376.0	38.0
B3GNT9	1093307.0	150.0	47.0
B3GNTL1	303219.0	483.0	14.0
B4GALNT1	1329939.0	344.0	52.0
B4GALNT2	868792.0	346.0	21.0
B4GALNT3	496097.0	246.0	32.0
B4GALNT4	1454043.0	344.0	48.0
B4GALT1	901836.0	181.0	28.0
B4GALT2	875223.0	214.0	39.0
B4GALT3	728669.0	234.0	37.0
B4GALT4	248430.0	588.0	3.0
B4GALT5	1040657.0	132.0	55.0
B4GALT6	293258.0	554.0	32.0
B4GALT7	1316033.0	475.0	42.0
B9D1	630769.0	332.0	11.0
B9D2	1193025.0	249.0	33.0
BAALC	461588.0	584.0	15.0
BAAT	112947.0	898.0	-22.0
BACE1	436617.0	360.0	36.0
BACE2	197460.0	530.0	-6.0
BACH1	315733.0	289.0	60.0
BACH2	294466.0	601.0	13.0
BAD	1613996.0	257.0	65.0
BAG1	856503.0	167.0	38.0
BAG2	314024.0	348.0	23.0
BAG3	731222.0	199.0	48.0
BAG4	705837.0	277.0	46.0
BAG5	867608.0	225.0	39.0
BAGE			
BAGE2			
BAGE3			
BAGE4			
BAGE5	30235.0	1262.0	-79.0
BAHCC1	3216151.0	268.0	24.0
BAHD1	888588.0	192.0	47.0
BAI1	296361.0	567.0	25.0
BAI2	1169755.0	173.0	36.0
BAI3	11277.0	1175.0	-22.0
BAIAP2	1727896.0	243.0	16.0
BAIAP2L1	609918.0	249.0	36.0
BAIAP2L2	1528130.0	197.0	73.0
BAIAP3	1150864.0	215.0	36.0
BAK1	1252332.0	205.0	35.0
BAMBI	204133.0	418.0	13.0
BANF1	3854361.0	208.0	57.0
BANF2	594840.0	432.0	1.0
BANK1	80568.0	482.0	-7.0
BANP	639210.0	231.0	31.0
BAP1	1078407.0	229.0	62.0
BARD1	310874.0	948.0	11.0
BARHL1	1522970.0	581.0	37.0
BARHL2	82474.0	897.0	-4.0
BARX1	448425.0	479.0	25.0
BARX2	287214.0	440.0	-19.0
BASP1	237391.0	349.0	-10.0
BAT1	2515825.0	220.0	35.0
PRRC2A	2517260.0	193.0	28.0
PRRC2B	651666.0	272.0	34.0
PRRC2C	406372.0	793.0	2.0
BAG6	2517236.0	193.0	20.0
GPANK1	2517236.0	193.0	20.0
ABHD16A	2517236.0	193.0	20.0
BATF	691659.0	175.0	49.0
BATF2	3151458.0	209.0	52.0
BATF3	399829.0	364.0	30.0
BAX	1927185.0	211.0	43.0
BAZ1A	615028.0	184.0	24.0
BAZ1B	929895.0	162.0	48.0
BAZ2A	2782714.0	164.0	50.0
BAZ2B	351229.0	414.0	23.0
BBC3	1350139.0	232.0	33.0
BBOX1	178328.0	527.0	-18.0
BBS1	1642783.0	194.0	56.0
BBS10	563668.0	507.0	-10.0
BBS12	134067.0	172.0	14.0
BBS2	543900.0	285.0	20.0
BBS4	1110048.0	380.0	40.0
BBS5	370890.0	418.0	22.0
BBS7	324357.0	506.0	29.0
BBS9	233203.0	759.0	-6.0
BBX	224591.0	699.0	2.0
BCAM	920101.0	196.0	-3.0
BCAN	1851672.0	180.0	37.0
BCAP29	512690.0	753.0	26.0
BCAP31	1716845.0		44.0
BCAR1	568174.0	171.0	16.0
BCAR3	595695.0	173.0	9.0
BCAS1	163555.0	415.0	2.0
BCAS2	652485.0	394.0	6.0
BCAS3	211130.0	576.0	-11.0
BCAS4	421783.0	191.0	36.0
BCAT1	252342.0	905.0	2.0
BCAT2	1700740.0	181.0	39.0
BCCIP	206845.0	738.0	-4.0
BCDIN3D	1291800.0	231.0	45.0
BCHE	28918.0	1215.0	-18.0
BCKDHA	1104034.0	376.0	38.0
BCKDHB	131029.0	869.0	-9.0
BCKDK	1296884.0	351.0	35.0
BCL10	348743.0	384.0	3.0
BCL11A	151287.0	732.0	7.0
BCL11B	316817.0	629.0	-40.0
BCL2	207116.0	522.0	60.0
BCL2A1	234803.0	702.0	28.0
BCL2L1	864206.0	213.0	21.0
BCL2L10	540700.0	195.0	21.0
BCL2L11			
BCL2L12	1733181.0	195.0	36.0
BCL2L13	413666.0	221.0	-23.0
BCL2L14	331421.0	489.0	26.0
BCL2L15	335231.0	545.0	13.0
BCL2L2	1171456.0	330.0	20.0
BCL3	812266.0	188.0	-22.0
BCL6	88374.0	374.0	24.0
BCL6B	1696302.0	360.0	24.0
BCL7A	796948.0	211.0	31.0
BCL7B	955146.0	171.0	48.0
BCL7C	1546514.0	207.0	48.0
BCL9			
BCL9L	1488276.0	175.0	54.0
BCLAF1	286851.0	153.0	21.0
BCMO1	302391.0	288.0	1.0
BCO2	389593.0	362.0	2.0
BCOR	377184.0		42.0
BCORL1	389645.0		38.0
BCR	384444.0	575.0	43.0
BCS1L	1033606.0	269.0	43.0
BDH1	685310.0	263.0	39.0
BDH2	350185.0	454.0	27.0
BDKRB1	326763.0	501.0	16.0
BDKRB2	330952.0	500.0	10.0
BDNF	380275.0	534.0	-24.0
BDP1	365874.0	516.0	16.0
BECN1	1633092.0	190.0	33.0
BEGAIN	402460.0	304.0	5.0
BEND2	66906.0		11.0
BEND3	208838.0	417.0	30.0
BEND4	263825.0	496.0	24.0
BEND5	25250.0	886.0	-8.0
BEND6	428244.0	271.0	23.0
BEND7	241076.0	532.0	25.0
BEST1	2389859.0	185.0	53.0
BEST2	1959466.0	226.0	29.0
BEST3	499701.0	394.0	14.0
BEST4	574317.0	191.0	43.0
BET1	467883.0	483.0	0.0
BET1L	1463610.0	437.0	24.0
TRAPPC3L			
BEX1	456169.0		16.0
BEX2	455954.0		17.0
BEX4	466184.0		-5.0
BEX5	119562.0		22.0
BFAR	519767.0	367.0	45.0
BFSP1	552334.0	239.0	-23.0
BFSP2	342402.0	497.0	14.0
BGLAP	2266205.0	211.0	33.0
BGN	971101.0		7.0
BHLHA15	464632.0	375.0	26.0
BHLHB9	162942.0		27.0
BHLHE22	9265.0	1050.0	-1.0
BHLHE23	821863.0	447.0	61.0
BHLHE40	274112.0	183.0	33.0
BHLHE41	151502.0	396.0	15.0
BHMT	164477.0	578.0	36.0
BHMT2	236664.0	526.0	38.0
BICC1	156609.0	497.0	-22.0
BICD1	387398.0	460.0	23.0
BICD2	573438.0	393.0	45.0
BID	395559.0	280.0	-18.0
BIK	624112.0	241.0	48.0
BIN1	324544.0	324.0	17.0
BIN2	499804.0	194.0	37.0
BIN3	761528.0	224.0	49.0
BIRC2	463959.0	312.0	15.0
BIRC3	462955.0	280.0	5.0
BIRC5	683401.0	191.0	24.0
BIRC6	388754.0	517.0	24.0
BIRC7	1005137.0	285.0	50.0
BIRC8	427680.0	921.0	-46.0
BIVM	195534.0	475.0	24.0
BLCAP	790368.0	549.0	52.0
BLID	143859.0	453.0	4.0
BLK	476916.0	493.0	55.0
BLM	997342.0	176.0	45.0
BLMH	516668.0	184.0	26.0
BLNK	817052.0	804.0	34.0
BLOC1S1	1814311.0	384.0	26.0
BLOC1S2	1071291.0	198.0	56.0
BLOC1S3	1230654.0	243.0	41.0
BLVRA	690958.0	250.0	45.0
BLVRB	1010633.0	202.0	34.0
BLZF1	286300.0	491.0	7.0
BMF	884609.0	226.0	39.0
BMI1	195915.0	462.0	23.0
BMP1	587455.0	196.0	50.0
BMP10	404215.0	470.0	27.0
BMP15	15214.0		27.0
BMP2	44205.0	385.0	-10.0
BMP2K	234707.0	489.0	30.0
BMP3	10953.0	1083.0	4.0
BMP4	252916.0	645.0	-3.0
BMP5	68578.0	483.0	-9.0
BMP6	830850.0	327.0	8.0
BMP7	207872.0	617.0	-21.0
BMP8A	1026100.0	352.0	33.0
BMP8B	975799.0	388.0	39.0
BMPER	20466.0	507.0	-17.0
BMPR1A	379827.0	195.0	26.0
BMPR1B	119865.0	642.0	-15.0
BMPR2	369483.0	417.0	30.0
BMS1	420649.0	787.0	-27.0
BMX	188273.0		36.0
BNC1	206688.0	679.0	11.0
BNC2	37330.0	534.0	-14.0
BNIP1	483076.0	397.0	34.0
BNIP2	521844.0	172.0	33.0
BNIP3	123624.0	470.0	-21.0
